language,iso_code,variety,region,source,source_url,retrieved_at,record_id,reference,source_text,target_language,target_text,unit_type,domain,licence,review_status,quality_flags,notes
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,9996cd6ddcbeb5d8,1CO.1.20,Where { is } the wise person ? Where { is } the scholar ? Where { is } the debater of this age ? Has not God turned the wisdom of the world into foolishness ?,Lengola,bha na otinga. N'tumba únia? k'kpalua únia? mushe wan'kakanyi wa kisi uno úno? Mbali sa bhasieese otinga la kisi uno iyowa bhuedudu?,verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,8707723079d094c1,1CO.1.21,"For since in the wisdom of God , the world did not know God through wisdom , God was pleased to save the ones believing through the foolishness of the preaching . \*",Lengola,"Ngo mungusa kisi, na bhutumba bhese, san'djibhese Mbali na bhutumba bha Mbali, Mbali uonda ibhikisia bhaa bhu djelia na bhu edudu bhwi ikokolia.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,1ac5527c5244250f,1CO.1.22,"For indeed , Jews ask for signs and Greeks seek wisdom .",Lengola,"Bha yudha bhavfema bhikako, ka bha giliki bha vfungala bhutumba:",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,0516f3826e9d6cb6,1CO.1.23,"But we preach Christ crucified , a stumbling block to Jews and foolishness to Gentiles . \*",Lengola,"Djue, tu kokolie Kilisito undjo bhun'gogila; i likia anga Bhayuda ka bhu édudu anga bha Pagano,",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,cdb48532cf4b0b95,1CO.1.24,"But to them , the called , both Jews and Greeks , Christ { is} the power of God and the wisdom of God .",Lengola,Nge lokulu la Mbali ka bhutumba bha Mbali anga bhaa bha bhabhisiane igwali Bhayuda ao bha Gjiliki.,verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,dc41c68c9b7e6861,1CO.1.25,"For the foolishness of God is wiser than men , and the weakness of God { is} stronger than men . \*",Lengola,"Ngo bhu édudu bha Mbali i na bhutumba ieta bha bhushe, ka bhulelu bha Mbali bhu nalokulu ieta bha bhushe.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,f6e3253dcc8122f8,1CO.1.26,"For consider your calling , brothers , that not many { were} wise according to the flesh , not many { were} powerful , { and} not many { were} of noble birth .",Lengola,"Bhonai, bhamonima, anganu bhaa nubhia bha bhisiane idjese na bhatumba bhagi iyekana na mobhi, áo bhagi bhaa bhanalokulu, bhagi bhaa bha bhagumia.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,2557eb2ce3561671,1CO.1.27,"But God chose the foolish things of the world in order that he might shame the wise , and God chose the weak things of the world in order that he might shame the strong , \*",Lengola,Nge Mbali uminula bhima bhio bhi bha édudu bha kisi dyulu la ibha enisia bhaa bha na bhutumba bhutshimi; Mbali ú minula bhima bha bhilelu bha kisi dyulu la ienisia bhio bhi nalokulu bhutshoni;,verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,10e4faabce9ad466,1CO.1.28,"and God chose the base things and the despised things of the world , { and} the { things that} are not , in order that he might bring to nothing the { things that} are ,",Lengola,"Ka Mbali ú minula bhima bha tititi bha kisi, ka na bhi iméanema, bhie bhindjese na enu, mungusa wa idhulusia bhio bhi na enu;",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,f0deb966851058f4,1CO.1.29,so that no flesh might boast before God . \*,Lengola,Ambusa taa mobhi tomoi onene bibisie á pele na Mbali.,verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,da50d3795bf1d1ba,1CO.1.30,"But because of him , you are in Christ Jesus , who was made for us wisdom from God , righteousness , and also sanctification and redemption ,",Lengola,"Ngo, ina isowa lese lio tu anga Yesu Kilisito, undjo, anga Mbali, ubhan'kiané dyulu lasu bhutumba, bhu endjine ka ikengulana ka na iesisiana djambi,",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,0629fc33ba524976,1CO.1.31,"so that , just as it is written , “ Let the one boasting , boast in the Lord .” \*",Lengola,"Ambusa, toku ikpaluana, kia undjo udji bibisie, andji bibisia anga Bhwáná.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,f2139b83e059ca6f,1CO.1.4,"I always give thanks to my God for you because of the grace of God , the one having been given to you in Christ Jesus .",Lengola,"Yaniganisia Mbali wami djokowa dja masimatopa dyulu lanu, mungusa lokowa la Mbali lio liowana anganu na Yesu Kilisito.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,3b5da2f83a09343b,1CO.1.5,"For in everything you were made rich in him , in all word and all knowledge ,",Lengola,"Ngo angese nu bhiya bhaidjale na bhugumia bhutopa bhuwo bhu bhonie livfia ka na ptinga,",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,601817d1060b6a0b,1CO.1.6,"just as the testimony of Christ has been confirmed among you , \*",Lengola,Bhusamboli bha Kilisito ibhia bhutemisiaane kpingbi anganu.,verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,043821effb36c63b,1CO.1.7,"so that you do not lack in any gift , eagerly waiting for the revelation of our Lord Jesus Christ ,",Lengola,"Namuna taa liowa ta limoi line ne kande nuwe, na isibha lio nu asemele na udja kaamo la bhuana wasu Yesu Kilisito.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,a4613a94272e06f4,1CO.1.8,"who will also confirm you to the end , blameless on the day of our Lord Jesus Christ .",Lengola,Manga anekamisi nuwe dyokuto mpaka bhubhi Bhwáná mpaka bhusi bhuo Bhwánáwasu Yesu Kilisito ukpuduwe.,verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,1522d396be33f2dc,1CO.1.9,"God { is} faithful , by whom you were called into the fellowship of his Son , Jesus Christ our Lord . \*",Lengola,"Mbali ú wa idjelia, idje undjo únébhisia ta nulongana ma mona wese, Yesu Kilisito Bhwáná wasu.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,2e0f3470b47609c0,1CO.10.1,"For I do not want you to be ignorant , brothers , that our fathers were all under the cloud and all passed through the sea ,",Lengola,"Bhamonima, indje onduwami ta nusimia taa bha edje bhasu bhubha bhatopa na iyetila obhingi la dhene;",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,ad65aa9f90000d6f,1CO.10.10,"Do not grumble , even as many of them grumbled and were destroyed by the destroyer . \*",Lengola,"Mbèse nuwe ingungumaka, toku bhaamo bhabhó bhu ngungumaka, bhaa bhusila na Asilisia.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,85b62a19794b0aaf,1CO.10.11,"Now these things happened to them { as} examples , but they were written for our admonition , on whom the end of the ages has come .",Lengola,"Bhima bhino bhibha kianila dyulu la ivfanisia mufáno, ka ibhia bhi kpaluané toku makokó masu, angasu bhaa ga owá á tútútú wa bhidjo.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,a3cdfb8144fe1aa1,1CO.10.12,"Therefore , the one thinking he stands , let him be careful that he might not fall .",Lengola,"Na éyo kotiyo, undjo úkpalie taa ú un'temé adjingbéli na ikuwá!",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,2ae6cc6e6d08c5ed,1CO.10.13,"No temptation has seized you except { what is} common to humanity ; but God { is} faithful , who will not allow you to be tempted beyond what you are able , but with the temptation , he will also provide the way of escape , { so that} you will be able to endure it . \*",Lengola,"Itshutshana ta limoi la inidjilèse lio libhaése la mobhi, ka Mbali, undjo ú un'kamé, andje lúusiese taa nugwale bhatshutshané ikoéta lokulu lanu; nge na itshutshana útayarisie dyokuto namuna ya itita, ambusa taa nu wezi ibhelia.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,ddd5d343cf6f56d4,1CO.10.14,"Therefore , my beloved ones , flee from idolatry .",Lengola,"Na dyito, bha úndusia bhami, kenilai milimo mavfi.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,8e3b695bb3f6e007,1CO.10.15,I speak as to sensible { people }. Judge for yourselves what I say .,Lengola,Yavfia toku anga bhushe bha otinga; djibhai toku yavfia.,verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,6c0820e73cd0a607,1CO.10.16,"The cup of blessing that we bless , is it not a sharing of the blood of Christ ? The bread that we break , is it not a sharing of the body of Christ ?",Lengola,"Lungú la bhalaka lúo ta bhalikia, indjese ilongana á manyika ma Kilisito? mokati úwo ta úbhúma, úndjese ilongana á mabhi wa Kilisito?",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,da701a0c42686f03,1CO.10.17,"Because { there is} one bread , we the many { are } one body ; for we all partake from the one bread . \*",Lengola,"Mungusa inamokati ku ta ómoi, djuwe bhaa tubhagi, ta óúwa mobhi toomoi; ngo mokati úwo ta ludhia djuwe bhatopa.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,e93fc0c9f4d8d152,1CO.10.18,Look at Israel according to the flesh ; are not the ones eating the sacrifices partakers of the altar ?,Lengola,Ubha enaï bha Isalaeli iyekana na mobhi: bhaa bha dhie bhio bhudugwana bhandje abhó na malonga na n'tuwá? Yavfia kotiyo titani? ka bhilaka bha tumbu bhio bhi bhiowané á milimo iéma ao molimo ú éma?,verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,85ada51d5fe1f7ba,1CO.10.2,"and they all were baptized into Moses in the cloud and in the sea ,",Lengola,Ta bhubhia bhatopa bhadjinisiné anga Musa ka á obhingi la dhene;,verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,a2d3e6cadb7c179b,1CO.10.20,"Rather , that what the Gentiles sacrifice , they sacrifice to demons and not to God . But I do not want you to be partakers with the demons !",Lengola,"Mbèse. Yavfia taa iyo i iyowané, bha óowá anga bhagú, ka mbèse anga Mbali; ngo, indje onduami taa nugwali na malonga na bhagu.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,ab0f6be264f183cb,1CO.10.21,You are not able to drink the cup of the Lord and the cup of demons . You are not able to partake of the table of the Lord and of the table of demons .,Lengola,"Undje pasiai inyuwa lúngú la Bhwáná ka na lungu la bhágu; nudje pasianu udhia á mésa ma Bhwáná, ka á mésa ma bhágù.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,43f78b5cda8f4227,1CO.10.22,"Or do we provoke the Lord to jealousy ? We are not stronger than him , are we ? \*",Lengola,Túóndue tukoluwa kabhébhé wa Bhwáná? tu na lokúlú la inemila?,verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,01fba2b1cf91765c,1CO.10.23,"“ All { things are} lawful ,” but not all { things are} beneficial . “ All { things are} lawful ,” but not all things build up .",Lengola,Topa,verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
Lengola,lej,Lengola (DRC),Tshopo / Ubundu,Bible in Every Language Lengola collection / unfoldingWord Literal Text,https://doc-files.bibleineverylanguage.org/1735919439_1230981.pdf,2026-08-25,ee20a0a5280e26b0,1CO.10.24,"Let no one seek his own good , but that of the other { person }. \*",Lengola,"élúúsiané, nge étopa indje na énú; etopa ielúlúsiane nge étopa indje kpeliese. Kia mushe ta ómoisa vfungala faidha yese, nge kia kila mushe avfungala faidha ya wómó.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable_pdf_layout_extraction,Authentic open text aligned by canonical verse identifier; PDF layout extraction is deterministic and conflict-marked rows are excluded.
