language,iso_code,variety,region,source,source_url,retrieved_at,record_id,reference,source_text,target_language,target_text,unit_type,domain,licence,review_status,quality_flags,notes
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,eba780924046a5d4,LUK.1.19,"L’ange lui répondit: Je suis Gabriel, je me tiens devant Dieu; j’ai été envoyé pour te parler, et pour t’annoncer cette bonne nouvelle.",Lombo,"Bokitomo akabinoisa bonoko mbo, Ei Gabaliele, ono atoemala felo iya Mungu, la lotomomo oya beka lao la otondolelo we ye mbeko.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,0cdbeed17a8643a4,LUK.1.2,"suivant ce que nous ont transmis ceux qui ont été des témoins oculaires dès le commencement et sont devenus des ministres de la parole,",Lombo,"kee beke bakaenaka ta baiso bibo oakola ta liako, beke bakasona bakeleli ba lioi, bakafesu yo.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,38b36e3d89722747,LUK.1.20,"Et voici, tu seras muet, et tu ne pourras parler jusqu’au jour où ces choses arriveront, parce que tu n’as pas cru à mes paroles, qui s’accompliront en leur temps.",Lombo,"Ndjo ko kanikani otomba ebebe, oito beka kota lisiyo lieke litotomoa ye mbeko, loka oikaimila baoi bange, beke batoengana ta elaka lamo.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,f91fad726590596a,LUK.1.21,"Cependant, le peuple attendait Zacharie, s’étonnant de ce qu’il restait si longtemps dans le temple.",Lombo,"Baito baumba kela Yekalia la bakamwala mbo aokolo ta eseke lotanu,",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,014218eab83163e2,LUK.1.22,"Quand il sortit, il ne put leur parler, et ils comprirent qu’il avait eu une vision dans le temple; il leur faisait des signes, et il resta muet.",Lombo,"Ndjo oko etomoaka ye aikaluwa obekana libo, la baka lembela mbo aene lienesi ta eseke lotanu.Ye aleko aka mbaka atofefia bo ndembe ndjo akatikala ebebe.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,3ff6b7d180b0542d,LUK.1.23,"Lorsque ses jours de service furent écoulés, il s’en alla chez lui.",Lombo,"Oko esilaka basiyo binde balikuwa, akaka ta mbele inde.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,a2cc457debeae57c,LUK.1.24,"Quelque temps après, Élisabeth, sa femme, devint enceinte. Elle se cacha pendant cinq mois, disant:",Lombo,"Mbisa i basiyo be boali inde Elisabeta akanya lieme, la akaisa tengai liondo. Akabeka mbo,",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,7a52fedc8a992cc2,LUK.1.25,"C’est la grâce que le Seigneur m’a faite, quand il a jeté les yeux sur moi pour ôter mon opprobre parmi les hommes.",Lombo,"Ngene aosila okelelei ani ta basiyo be,oko akamoilekei, loka lofoya soni yange ta baito.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,a4ca1b2d13e685f2,LUK.1.26,"Au sixième mois, l’ange Gabriel fut envoyé par Dieu dans une ville de Galilée, appelée Nazareth,",Lombo,"Ta tengai eliambe, bokitimo Gabaliele aka tomomo la Mungu oka ta boki bomoi bo Gallilai, la lina liko Nasalete,",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,7dfa07d84e5393d7,LUK.1.27,"auprès d’une vierge fiancée à un homme de la maison de David, nommé Joseph. Le nom de la vierge était Marie.",Lombo,"ambe boseka bomoi ono aitoka luwa botolome ta bopfindi boya Dawidi. Lina liya bolome mbo Yosefe, la lina liya botaali Malia.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,d9b7ec6737ed8304,LUK.1.28,"L’ange entra chez elle, et dit: Je te salue, toi à qui une grâce a été faite; le Seigneur est avec toi.",Lombo,"Akaota elo embe ye, la akabeka mbo kalibo! botaali a ngbengbele, Ngene ambo lao.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,4be4f3e71a216c1e,LUK.1.29,"Troublée par cette parole, Marie se demandait ce que pouvait signifier une telle salutation.",Lombo,"Ndjo akabamba la bowa ta bonoko wamo, la akamba la toloi lamba kalibo amo ilangi obeka isai.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,6ac3c5b6338749ef,LUK.1.3,"il m’a aussi semblé bon, après avoir fait des recherches exactes sur toutes ces choses depuis leur origine, de te les exposer par écrit d’une manière suivie, excellent Théophile,",Lombo,"Kolaongoma, Teofili,butu a lokuku, mbisa yange iyolinga linga litina li ye mbeko itotina, ei aleko lokaenyela mbo losonelowe loksa loka loyamo itotina.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,c1742ec16bdb0805,LUK.1.30,"L’ange lui dit: Ne crains point, Marie; car tu as trouvé grâce devant Dieu.",Lombo,"Bokitomo akabeka linde mbo, Ndo banga, Malia, loka mbo ofoanya ngbengbele ambe Mungu.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,5a288a734a3b56d3,LUK.1.31,"Et voici, tu deviendras enceinte, et tu enfanteras un fils, et tu lui donneras le nom de Jésus.",Lombo,"Tene, otoanya lieme,la otobota wana botolome, la otota ye lina mbo Yesu.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,1135ed576efb40d4,LUK.1.32,"Il sera grand et sera appelé Fils du Très-Haut, et le Seigneur Dieu lui donnera le trône de David, son père.",Lombo,Ye atomba bofi la atotomo mbo wana aya ono Aeti likolo. Ngene Mungu atofa ye kiti ebokota eya Dawidi ise inde.,verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,64d2b9fce356ffbe,LUK.1.33,"Il régnera sur la maison de Jacob éternellement, et son règne n’aura point de fin.",Lombo,"Atomba bokota ta mbele eya Yakobo omongo, la bokota winde boitomba la tunga.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,cfc7e955ee376798,LUK.1.34,"Marie dit à l’ange: Comment cela se fera-t-il, puisque je ne connais point d’homme?",Lombo,"Malia akabeka la bokitomo mbo, yeke itomba isai eke eitaka lalei la botolome?",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,f4d651ac7bc6de12,LUK.1.35,"L’ange lui répondit: Le Saint-Esprit viendra sur toi, et la puissance du Très-Haut te couvrira de son ombre. C’est pourquoi le saint enfant qui naîtra de toi sera appelé Fils de Dieu.",Lombo,"Bokitomo aka binoisela ye mbo,Bolimo Botanu atoya liokolo liao, la bofoka boya Ono-Aeti likolo itoufo we. Yamo yoko wana botanu ono ato botomo atotomo wana aya Mungu.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,5ccd0f978c3f5bd0,LUK.1.36,"Voici, Élisabeth, ta parente, a conçu, elle aussi, un fils en sa vieillesse, et celle qui était appelée stérile est dans son sixième mois.",Lombo,"Tene Elisabeta boboto wao, ye aleko afoanya lieme li wana botolome ta botoolo winde, la tengai ene embe tengai inde ee liambe ono atomoko mbo aitobota.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,372965fae0b188d1,LUK.1.37,Car rien n’est impossible à Dieu.,Lombo,Loka mbo ambe Mungu mbeko itotina iyengani okelomo.,verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,4a1f4fc3b837eede,LUK.1.38,Marie dit: Je suis la servante du Seigneur; qu’il me soit fait selon ta parole! Et l’ange la quitta.,Lombo,"Maliya akabeka mbo, tene, ei bokowa boya Ngene, tikaka mbo ikomelei kani ekaosila obekowe. La bokitomo akatika ye akaka.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,1ee7b13653bde4fc,LUK.1.39,"Dans ce même temps, Marie se leva, et s’en alla en hâte vers les montagnes, dans une ville de Juda.",Lombo,Ta mbile amo Maliya akaemala la akaka mangu ta boki bomoi ta longo lo Yuda.,verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,07aba950d05566c3,LUK.1.4,afin que tu reconnaisses la certitude des enseignements que tu as reçus.,Lombo,Kolaongoma otolembela lamba mbeko ikaekisomo lao imbe omongo wewe.,verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,aa51f3da2cbc32e0,LUK.1.40,"Elle entra dans la maison de Zacharie, et salua Élisabeth.",Lombo,"Akaota ta mbele eya Jekaliya, la akafa Elisabeta kalibo.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,dba9ff9d313b8e1f,LUK.1.41,"Dès qu’Élisabeth entendit la salutation de Marie, son enfant tressaillit dans son sein, et elle fut remplie du Saint-Esprit.",Lombo,"Ekaokaka Elisabeta kalibo eya Maliya, wana ta soolo inde akatila, la Elisabeta akawalisomo la Bolimo Botanu,",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,738b4d09096c7d2c,LUK.1.42,"Elle s’écria d’une voix forte: Tu es bénie entre les femmes, et le fruit de ton sein est béni.",Lombo,"akamama la limiki lifi mbo, Owe ofoutchelomo ta bataali la wana ta solo ao afoutchelomo.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,57cc078e7c10f90b,LUK.1.43,Comment m’est-il accordé que la mère de mon Seigneur vienne auprès de moi?,Lombo,Loka loingi lobeko leke lo'otomoelei mbo inango aya Ngene ange aoya ambei?,verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,289576953fa1eab2,LUK.1.44,"Car voici, aussitôt que la voix de ta salutation a frappé mon oreille, l’enfant a tressailli d’allégresse dans mon sein.",Lombo,"Tene, oko ekaokana limiki li kalibo ao katikati ta batoi bange, wana kati ee solo ange aotila la liomali.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,417ff545af704858,LUK.1.45,"Heureuse celle qui a cru, parce que les choses qui lui ont été dites de la part du Seigneur auront leur accomplissement.",Lombo,"Liomali ta botaali omo akaimilomo, loka mbo baoi bakabeka Ngene inde bafoenganisomo!",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,50435181eb13f6fd,LUK.1.46,"Et Marie dit: Mon âme exalte le Seigneur,",Lombo,"Maliya akabeka mbo, Liwawi liange liosimola Ngene,",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,dda2453f3aa3a7b1,LUK.1.47,"Et mon esprit se réjouit en Dieu, mon Sauveur,",Lombo,bolimo wange bofo'omala la Mungu Bouwesi wange.,verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,bc5b13ca81dd0adf,LUK.1.48,"Parce qu’il a jeté les yeux sur la bassesse de sa servante. Car voici, désormais toutes les générations me diront bienheureuse,",Lombo,"Loka mbo aomoila boeno bo lokuku boya bokowa winde, tene koakola kanikani befindi betotina batotangei mbo buto a limengo.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,a025da914d4fd5ad,LUK.1.49,"Parce que le Tout-Puissant a fait pour moi de grandes choses. Son nom est saint,",Lombo,"Loka mbo Ono aeti Bofi aokelelei mbeko ifi fafo, la lina linde limbe botanu.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
Lombo,loo,Lombo (DRC),Tshopo / Congo Basin transition,Bible in Every Language Lombo documents / French Louis Segond 1910,https://doc-files.bibleineverylanguage.org/loo-reg-luk_lbo_1c_c_chapter_clf.html,2026-08-25,b8822aa65ed51900,LUK.1.5,"Du temps d’Hérode, roi de Judée, il y avait un sacrificateur, nommé Zacharie, de la classe d’Abia; sa femme était d’entre les filles d’Aaron, et s’appelait Élisabeth.",Lombo,"Tambile eya Elode bokata bo Yuda, imbaka la kanga emoi, lina linde mbo Yekalia, buto a kalasi eya Abia. Boali inde ambaka buto a bofindi boya Alona, lina linde mbo Elisabeta.",verse,religious,CC BY-SA 4.0,verified_source,open_publishable,Authentic open text aligned to public-domain French by canonical verse identifier; attribution retained in metadata.
